neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price
Ciutat Vella,41.38001,2.16494,Private room,2,1.0,1.0,1.0,89.0,30.0
Dreta de l'Eixample,41.39328,2.17044,Entire home/apt,4,1.0,1.0,2.0,87.0,90.0
Gràcia,41.39809,2.15839,Entire home/apt,12,2.0,5.0,8.0,76.0,350.0
Sants-Montjuïc,41.37202,2.14566,Entire home/apt,4,1.0,1.0,2.0,100.0,246.0
El Gòtic,41.38086,2.18083,Private room,4,1.0,1.0,4.0,92.0,51.0
El Gòtic,41.384,2.1737,Private room,2,1.0,1.0,2.0,97.0,130.0
El Raval,41.3832,2.17088,Private room,2,1.0,1.0,2.0,85.0,73.0
La Salut,41.40962,2.15069,Private room,2,1.0,1.0,1.0,96.0,55.0
El Camp de l'Arpa del Clot,41.41396,2.18076,Private room,2,1.0,1.0,1.0,93.0,30.0
Eixample,41.38537,2.16162,Entire home/apt,3,1.0,1.0,2.0,86.0,350.0
Sant Pere/Santa Caterina,41.3876,2.18156,Entire home/apt,4,1.0,2.0,3.0,93.0,300.0
Camp d'en Grassot i Gràcia Nova,41.40388,2.17103,Entire home/apt,5,1.0,2.0,4.0,93.0,85.0
Eixample,41.38354,2.15296,Private room,2,2.0,1.0,2.0,89.0,20.0
Sant Antoni,41.37648,2.15572,Private room,2,2.0,1.0,1.0,91.0,60.0
Sant Martí,41.3944,2.19435,Entire home/apt,4,1.0,2.0,3.0,93.0,65.0
Sant Martí,41.42388,2.20326,Entire home/apt,5,1.0,4.0,4.0,88.0,110.0
Horta-Guinardó,41.41582,2.17999,Entire home/apt,4,1.0,2.0,3.0,89.0,100.0
Ciutat Vella,41.38381,2.18271,Entire home/apt,2,1.0,2.0,2.0,93.0,68.0
el Fort Pienc,41.39906,2.18119,Private room,2,2.0,1.0,1.0,100.0,50.0
Ciutat Vella,41.38181,2.17545,Private room,2,1.0,1.0,1.0,90.0,60.0
La Maternitat i Sant Ramon,41.37201,2.11381,Entire home/apt,4,1.0,2.0,2.0,93.0,100.0
el Fort Pienc,41.40068,2.18303,Entire home/apt,6,1.0,3.0,6.0,85.0,190.0
El Gòtic,41.37961,2.17987,Private room,2,1.5,1.0,1.0,97.0,37.0
Gràcia,41.40187,2.1611,Entire home/apt,2,1.0,1.0,1.0,100.0,41.0
Eixample,41.38508,2.16409,Entire home/apt,3,1.0,2.0,2.0,100.0,43.0
Sant Genís dels Agudells,41.42655,2.14033,Private room,1,1.0,1.0,1.0,100.0,28.0
Sant Martí,41.40016,2.1909,Private room,2,1.0,1.0,1.0,85.0,28.0
El Raval,41.3795,2.17285,Private room,2,1.0,1.0,1.0,100.0,96.0
Eixample,41.38008,2.16035,Entire home/apt,4,1.0,2.0,3.0,93.0,126.0
Sant Antoni,41.37946,2.16076,Entire home/apt,4,2.0,2.0,3.0,100.0,87.0
El Raval,41.38113,2.16938,Private room,2,1.5,1.0,1.0,96.0,45.0
Eixample,41.37536,2.1617,Private room,1,1.5,1.0,1.0,93.0,25.0
El Poble-sec,41.37297,2.16753,Entire home/apt,3,1.0,1.0,2.0,93.0,89.0
Sants-Montjuïc,41.37169,2.15946,Entire home/apt,4,2.0,2.0,3.0,90.0,62.0
La Nova Esquerra de l'Eixample,41.37931,2.15045,Private room,2,1.0,1.0,1.0,87.0,39.0
La Nova Esquerra de l'Eixample,41.37916,2.14976,Entire home/apt,6,1.0,2.0,4.0,90.0,213.0
Dreta de l'Eixample,41.39402,2.16497,Entire home/apt,6,2.0,4.0,6.0,93.0,123.0
Vila de Gràcia,41.39967,2.15866,Private room,2,1.0,1.0,1.0,93.0,40.0
Ciutat Vella,41.38003,2.17773,Private room,2,1.0,1.0,1.0,90.0,65.0
La Vila Olímpica,41.39148,2.19473,Entire home/apt,6,1.0,2.0,2.0,93.0,249.0
Carmel,41.42082,2.15977,Entire home/apt,5,2.0,3.0,4.0,93.0,75.0
Ciutat Vella,41.38411,2.18232,Private room,2,3.0,1.0,1.0,97.0,85.0
Sant Martí,41.39081,2.1908,Entire home/apt,4,2.0,2.0,3.0,93.0,175.0
Sant Martí,41.41421,2.19151,Private room,2,1.0,1.0,1.0,99.0,67.0
Sants-Montjuïc,41.37307,2.14721,Private room,1,1.0,1.0,1.0,96.0,40.0
Vila de Gràcia,41.404,2.15957,Private room,2,2.0,1.0,2.0,83.0,45.0
La Font d'en Fargues,41.4246,2.1625,Private room,1,1.0,1.0,1.0,93.0,20.0
El Raval,41.38093,2.16445,Private room,2,1.5,3.0,1.0,89.0,42.0
Eixample,41.39284,2.15275,Shared room,4,1.0,1.0,1.0,93.0,35.0
Eixample,41.39114,2.18416,Entire home/apt,6,1.0,2.0,4.0,95.0,120.0
Ciutat Vella,41.38042,2.17238,Entire home/apt,3,1.0,1.0,2.0,93.0,61.0
Sants-Montjuïc,41.37331,2.16228,Entire home/apt,4,1.0,2.0,3.0,96.0,70.0
Sant Pere/Santa Caterina,41.3895,2.17952,Private room,2,1.0,1.0,1.0,76.0,30.0
Ciutat Vella,41.38321,2.18328,Private room,1,1.0,1.0,1.0,93.0,59.0
Eixample,41.38711,2.16132,Entire home/apt,8,2.0,3.0,4.0,100.0,275.0
Eixample,41.40303,2.17568,Entire home/apt,4,2.0,2.0,3.0,89.0,135.0
Eixample,41.39356,2.17669,Entire home/apt,5,2.0,3.0,3.0,84.0,150.0
Sant Martí,41.39938,2.1901,Private room,2,1.0,1.0,2.0,97.0,19.0
Diagonal Mar - La Mar Bella,41.40611,2.20879,Private room,1,1.0,1.0,1.0,96.0,30.0
Dreta de l'Eixample,41.38913,2.17385,Entire home/apt,5,1.0,1.0,3.0,94.0,100.0
Sant Antoni,41.38053,2.15808,Private room,2,1.0,1.0,1.0,100.0,40.0
Ciutat Vella,41.38117,2.17554,Entire home/apt,4,1.0,1.0,3.0,93.0,39.0
Les Corts,41.3854,2.13519,Private room,1,2.0,1.0,1.0,99.0,29.0
Eixample,41.4012,2.18139,Private room,2,1.5,1.0,1.0,96.0,18.0
Sant Pere/Santa Caterina,41.38543,2.18028,Private room,3,1.0,1.0,2.0,60.0,70.0
Glòries - El Parc,41.39397,2.19117,Entire home/apt,8,1.5,4.0,5.0,87.0,80.0
Eixample,41.39511,2.16799,Entire home/apt,6,2.0,3.0,6.0,100.0,260.0
El Poblenou,41.39836,2.20931,Entire home/apt,4,2.0,2.0,3.0,80.0,1000.0
Horta-Guinardó,41.4217,2.17604,Entire home/apt,4,2.0,3.0,3.0,100.0,69.0
Dreta de l'Eixample,41.39776,2.16508,Private room,2,1.0,2.0,2.0,96.0,60.0
Dreta de l'Eixample,41.39772,2.17014,Private room,2,2.0,1.0,1.0,92.0,36.0
Gràcia,41.40756,2.16043,Private room,2,1.0,1.0,1.0,80.0,50.0
Eixample,41.41087,2.17644,Entire home/apt,6,1.0,3.0,3.0,90.0,69.0
El Gòtic,41.37908,2.17769,Private room,4,1.0,1.0,3.0,86.0,29.0
el Fort Pienc,41.39265,2.1808,Entire home/apt,8,2.0,3.0,5.0,60.0,75.0
Gràcia,41.39895,2.15742,Entire home/apt,3,1.0,2.0,2.0,95.0,77.0
Sants-Montjuïc,41.37913,2.13528,Shared room,1,8.0,1.0,1.0,60.0,50.0
Ciutat Vella,41.38088,2.17491,Private room,2,1.0,1.0,1.0,87.0,45.0
El Besòs i el Maresme,41.41226,2.21404,Private room,1,1.0,1.0,1.0,95.0,30.0
El Raval,41.37846,2.16882,Entire home/apt,5,2.0,3.0,4.0,93.0,125.0
Eixample,41.38889,2.16456,Entire home/apt,6,2.0,2.0,4.0,93.0,118.0
El Poble-sec,41.37367,2.15643,Private room,1,1.0,1.0,1.0,100.0,35.0
La Sagrada Família,41.40223,2.17596,Private room,2,1.0,1.0,1.0,99.0,48.0
Eixample,41.3789,2.15535,Private room,2,1.5,1.0,1.0,93.0,36.0
El Gòtic,41.38738,2.17214,Entire home/apt,4,1.0,0.0,2.0,93.0,89.0
Dreta de l'Eixample,41.39105,2.1777,Entire home/apt,5,1.0,2.0,3.0,90.0,180.0
Sant Antoni,41.38526,2.16308,Private room,2,1.0,1.0,1.0,83.0,99.0
La Nova Esquerra de l'Eixample,41.38197,2.15071,Private room,2,1.0,1.0,1.0,92.0,45.0
Sant Martí,41.39656,2.20249,Private room,2,1.0,1.0,1.0,93.0,67.0
Ciutat Vella,41.38231,2.17997,Entire home/apt,4,2.0,2.0,3.0,93.0,100.0
El Raval,41.38466,2.16415,Private room,2,1.0,1.0,1.0,93.0,110.0
Sant Pere/Santa Caterina,41.38792,2.17698,Private room,1,2.0,1.0,1.0,93.0,30.0
Eixample,41.39096,2.17509,Entire home/apt,2,1.0,1.0,1.0,93.0,59.0
Sant Martí,41.41181,2.18829,Private room,1,1.0,1.0,1.0,93.0,22.0
Sants-Montjuïc,41.3728,2.16971,Entire home/apt,5,1.0,3.0,3.0,20.0,300.0
Gràcia,41.4082,2.15914,Private room,2,1.0,1.0,1.0,70.0,24.0
Gràcia,41.40154,2.15971,Private room,2,1.0,1.0,1.0,100.0,45.0
El Poble-sec,41.37123,2.16462,Private room,2,1.0,2.0,2.0,100.0,60.0
Vila de Gràcia,41.40329,2.15386,Private room,2,1.0,1.0,2.0,80.0,55.0
El Gòtic,41.38392,2.17322,Private room,2,1.0,1.0,1.0,90.0,100.0
Gràcia,41.39908,2.16191,Entire home/apt,5,1.0,3.0,5.0,98.0,135.0
La Nova Esquerra de l'Eixample,41.37801,2.14963,Entire home/apt,3,1.0,0.0,2.0,92.0,70.0
Sant Martí,41.4116,2.1819,Entire home/apt,5,1.0,3.0,4.0,87.0,69.0
Ciutat Vella,41.38965,2.17866,Entire home/apt,2,1.5,1.0,1.0,97.0,100.0
Eixample,41.38621,2.162,Entire home/apt,6,2.0,2.0,2.0,94.0,100.0
Eixample,41.37513,2.16374,Private room,2,1.0,1.0,1.0,60.0,50.0
La Nova Esquerra de l'Eixample,41.38063,2.15539,Private room,4,2.0,1.0,2.0,94.0,30.0
Ciutat Vella,41.38546,2.1862,Entire home/apt,6,1.0,3.0,3.0,100.0,300.0
Sants-Montjuïc,41.37637,2.14391,Entire home/apt,6,1.0,2.0,4.0,87.0,139.0
El Raval,41.38485,2.16698,Entire home/apt,3,1.0,1.0,2.0,60.0,160.0
Gràcia,41.40423,2.16374,Private room,4,1.0,2.0,3.0,93.0,60.0
El Gòtic,41.38091,2.18183,Entire home/apt,2,1.0,1.0,1.0,100.0,90.0
Navas,41.4191,2.18817,Private room,1,0.5,1.0,1.0,96.0,18.0
Sants-Montjuïc,41.37203,2.1421,Entire home/apt,6,2.0,3.0,5.0,95.0,65.0
Camp d'en Grassot i Gràcia Nova,41.40744,2.16506,Private room,1,1.0,1.0,1.0,96.0,30.0
Gràcia,41.40636,2.14978,Private room,1,1.0,1.0,1.0,93.0,25.0
Dreta de l'Eixample,41.39162,2.17049,Private room,2,1.0,1.0,2.0,95.0,75.0
El Baix Guinardó,41.41198,2.16703,Private room,1,2.5,1.0,1.0,93.0,20.0
Sant Martí,41.40328,2.2051,Private room,2,1.0,1.0,1.0,94.0,53.0
El Putget i Farró,41.40769,2.14632,Entire home/apt,8,2.0,3.0,5.0,80.0,185.0
Sant Martí,41.39436,2.20185,Entire home/apt,6,2.0,2.0,4.0,74.0,164.0
Gràcia,41.39969,2.16368,Entire home/apt,4,1.0,1.0,1.0,91.0,103.0
Sants-Montjuïc,41.36104,2.13884,Private room,2,2.0,1.0,2.0,95.0,35.0
Eixample,41.37607,2.15415,Entire home/apt,6,2.0,3.0,4.0,88.0,75.0
Dreta de l'Eixample,41.38949,2.16474,Entire home/apt,2,2.0,1.0,1.0,92.0,120.0
Can Baro,41.41478,2.16293,Private room,1,1.0,1.0,1.0,100.0,28.0
Ciutat Vella,41.3793,2.168,Private room,2,1.0,1.0,1.0,85.0,50.0
El Raval,41.37609,2.17035,Private room,2,1.0,1.0,1.0,88.0,58.0
Eixample,41.39003,2.17328,Entire home/apt,4,1.0,1.0,2.0,80.0,80.0
El Camp de l'Arpa del Clot,41.41113,2.17872,Entire home/apt,4,1.0,2.0,3.0,93.0,60.0
Ciutat Vella,41.38719,2.17621,Entire home/apt,2,1.0,0.0,1.0,93.0,70.0
Eixample,41.40025,2.16647,Private room,2,1.0,1.0,2.0,93.0,106.0
Ciutat Vella,41.38445,2.17919,Private room,2,1.0,1.0,1.0,96.0,81.0
Dreta de l'Eixample,41.39918,2.163,Entire home/apt,10,2.5,4.0,8.0,93.0,355.0
Gràcia,41.40662,2.15917,Entire home/apt,4,1.0,1.0,1.0,90.0,80.0
L'Antiga Esquerra de l'Eixample,41.39349,2.14874,Entire home/apt,4,1.0,1.0,2.0,93.0,179.0
Diagonal Mar - La Mar Bella,41.40599,2.21637,Entire home/apt,6,2.0,3.0,3.0,93.0,400.0
Eixample,41.40105,2.17891,Private room,1,1.0,1.0,1.0,100.0,28.0
Eixample,41.37571,2.16559,Entire home/apt,4,1.0,3.0,3.0,80.0,80.0
Dreta de l'Eixample,41.39809,2.16505,Entire home/apt,5,1.0,2.0,2.0,97.0,173.0
Eixample,41.39022,2.17628,Private room,2,1.0,1.0,1.0,94.0,65.0
Les Corts,41.38422,2.13488,Entire home/apt,4,1.0,1.0,1.0,93.0,150.0
el Fort Pienc,41.39858,2.17783,Entire home/apt,10,2.0,3.0,9.0,71.0,140.0
Ciutat Vella,41.38473,2.1811,Private room,2,1.0,1.0,1.0,99.0,50.0
El Putget i Farró,41.40563,2.14827,Entire home/apt,2,1.0,1.0,1.0,94.0,350.0
Ciutat Vella,41.37938,2.16937,Private room,2,2.0,1.0,1.0,100.0,119.0
Les Corts,41.38295,2.12873,Entire home/apt,4,1.0,1.0,1.0,82.0,42.0
Sant Martí,41.41012,2.18738,Private room,1,1.0,1.0,1.0,93.0,27.0
Ciutat Vella,41.38449,2.16996,Private room,2,1.5,1.0,1.0,100.0,32.0
Sant Antoni,41.3762,2.16107,Private room,1,1.0,1.0,1.0,91.0,28.0
Sants-Montjuïc,41.37401,2.17371,Entire home/apt,8,2.0,3.0,6.0,90.0,120.0
Eixample,41.39224,2.1742,Private room,3,1.0,1.0,2.0,93.0,120.0
Sants-Montjuïc,41.37309,2.16384,Entire home/apt,6,2.0,3.0,5.0,93.0,60.0
Eixample,41.3974,2.17682,Entire home/apt,2,1.0,1.0,1.0,83.0,110.0
Sant Gervasi - Galvany,41.39611,2.14321,Entire home/apt,4,1.0,2.0,2.0,100.0,135.0
El Poble-sec,41.37355,2.16264,Entire home/apt,4,1.0,2.0,2.0,94.0,75.0
Eixample,41.37677,2.15189,Private room,2,1.5,1.0,1.0,95.0,45.0
Sarrià-Sant Gervasi,41.39564,2.15098,Entire home/apt,7,2.0,5.0,7.0,97.0,200.0
Ciutat Vella,41.38096,2.17567,Entire home/apt,2,1.0,1.0,1.0,76.0,30.0
Ciutat Vella,41.37791,2.17355,Private room,2,1.0,1.0,1.0,87.0,30.0
Sarrià,41.41813,2.09358,Entire home/apt,8,3.0,4.0,4.0,93.0,77.0
Eixample,41.37741,2.15682,Private room,3,2.0,1.0,2.0,100.0,100.0
El Poblenou,41.40214,2.20523,Entire home/apt,5,2.0,3.0,3.0,93.0,107.0
El Coll,41.42081,2.15061,Entire home/apt,4,1.0,3.0,3.0,20.0,30.0
Vila de Gràcia,41.40103,2.15582,Private room,5,2.0,3.0,5.0,92.0,35.0
Camp d'en Grassot i Gràcia Nova,41.40989,2.16461,Private room,2,1.0,1.0,1.0,100.0,30.0
El Poble-sec,41.37106,2.16547,Entire home/apt,4,1.0,2.0,3.0,94.0,100.0
Sant Pere/Santa Caterina,41.3852,2.17869,Entire home/apt,3,1.0,2.0,2.0,90.0,156.0
El Poble-sec,41.37339,2.16816,Entire home/apt,4,2.0,2.0,4.0,100.0,95.0
Eixample,41.3832,2.15647,Private room,2,1.0,1.0,1.0,95.0,55.0
El Raval,41.38406,2.17081,Private room,3,2.0,1.0,2.0,95.0,30.0
Sant Martí,41.41011,2.20055,Private room,2,1.0,1.0,1.0,89.0,29.0
Sant Martí,41.39263,2.19179,Entire home/apt,6,1.5,4.0,4.0,100.0,80.0
El Raval,41.37919,2.17398,Private room,2,1.5,1.0,1.0,93.0,55.0
Sant Martí,41.40073,2.20027,Private room,1,1.0,1.0,1.0,95.0,26.0
Glòries - El Parc,41.39144,2.1873,Private room,2,1.0,1.0,1.0,94.0,70.0
Sants-Montjuïc,41.37652,2.14259,Entire home/apt,3,1.0,1.0,2.0,93.0,170.0
Sant Andreu de Palomar,41.43799,2.18946,Entire home/apt,6,2.0,2.0,3.0,93.0,300.0
El Poble-sec,41.37228,2.16193,Private room,2,1.0,1.0,2.0,94.0,35.0
Ciutat Vella,41.38308,2.16816,Private room,2,1.0,1.0,1.0,95.0,60.0
La Barceloneta,41.38069,2.1918,Entire home/apt,2,1.0,1.0,1.0,93.0,106.0
Eixample,41.37639,2.16301,Entire home/apt,6,1.0,2.0,2.0,90.0,94.0
El Raval,41.38345,2.16744,Private room,2,2.0,1.0,2.0,93.0,75.0
La Sagrada Família,41.4085,2.17451,Private room,2,1.0,1.0,2.0,98.0,69.0
Eixample,41.40709,2.1703,Private room,1,2.0,1.0,1.0,97.0,30.0
Sants-Montjuïc,41.37264,2.14353,Private room,1,1.0,1.0,1.0,100.0,95.0
La Maternitat i Sant Ramon,41.38335,2.12701,Private room,2,1.0,1.0,1.0,92.0,52.0
Sants-Montjuïc,41.3752,2.13202,Entire home/apt,4,1.0,2.0,2.0,98.0,79.0
Ciutat Vella,41.38369,2.16911,Private room,2,1.0,1.0,1.0,93.0,29.0
Vila de Gràcia,41.40014,2.1595,Entire home/apt,4,1.0,2.0,3.0,93.0,40.0
Eixample,41.38916,2.15874,Private room,2,1.0,1.0,1.0,92.0,69.0
Horta-Guinardó,41.41721,2.17083,Private room,2,1.0,1.0,1.0,93.0,27.0
L'Antiga Esquerra de l'Eixample,41.38692,2.15402,Private room,2,2.0,1.0,1.0,92.0,40.0
Sants-Montjuïc,41.37393,2.16214,Private room,2,1.0,1.0,1.0,96.0,29.0
Sants-Montjuïc,41.37273,2.14468,Entire home/apt,4,2.0,2.0,2.0,96.0,98.0
El Poble-sec,41.37263,2.16684,Entire home/apt,2,1.0,1.0,1.0,86.0,88.0
Les Corts,41.38305,2.13447,Entire home/apt,3,1.0,2.0,2.0,96.0,60.0
Gràcia,41.40611,2.15001,Private room,1,3.5,1.0,1.0,93.0,31.0
Ciutat Vella,41.37712,2.17643,Entire home/apt,6,1.5,3.0,6.0,90.0,100.0
Sants-Montjuïc,41.37287,2.13735,Private room,1,1.0,1.0,1.0,100.0,17.0
Nou Barris,41.44236,2.17539,Shared room,2,1.0,1.0,1.0,93.0,27.0
Sants-Montjuïc,41.3756,2.14649,Private room,2,1.0,1.0,1.0,76.0,22.0
Sants-Montjuïc,41.37185,2.15942,Shared room,1,2.0,1.0,4.0,93.0,35.0
La Barceloneta,41.37799,2.18787,Private room,1,1.0,1.0,1.0,93.0,33.0
Eixample,41.39108,2.16521,Entire home/apt,5,1.0,2.0,3.0,81.0,105.0
La Nova Esquerra de l'Eixample,41.38084,2.15363,Private room,1,1.0,1.0,1.0,93.0,25.0
Vila de Gràcia,41.39746,2.16025,Entire home/apt,6,1.0,2.0,3.0,82.0,145.0
Sant Antoni,41.37626,2.16116,Entire home/apt,5,2.0,2.0,2.0,94.0,100.0
Sants-Montjuïc,41.37297,2.1671,Entire home/apt,4,1.0,2.0,3.0,79.0,79.0
Ciutat Vella,41.38505,2.18046,Private room,2,1.0,1.0,1.0,98.0,48.0
El Poble-sec,41.37261,2.16561,Entire home/apt,4,1.0,1.0,1.0,81.0,71.0
Sarrià-Sant Gervasi,41.40236,2.11922,Private room,3,1.0,1.0,1.0,96.0,70.0
Sant Martí,41.40678,2.189,Private room,4,1.0,2.0,2.0,97.0,111.0
El Camp de l'Arpa del Clot,41.41451,2.18308,Private room,1,1.0,1.0,1.0,100.0,20.0
Eixample,41.37667,2.15252,Private room,1,1.0,1.0,1.0,88.0,17.0
Dreta de l'Eixample,41.39718,2.16923,Entire home/apt,8,2.0,3.0,4.0,92.0,169.0
Sants-Montjuïc,41.37352,2.16333,Private room,3,1.0,2.0,2.0,94.0,41.0
Gràcia,41.40386,2.16678,Entire home/apt,5,1.0,2.0,4.0,92.0,121.0
L'Antiga Esquerra de l'Eixample,41.38876,2.15963,Private room,1,1.0,1.0,1.0,94.0,75.0
Sant Martí,41.40053,2.19748,Entire home/apt,4,1.5,2.0,2.0,100.0,52.0
Eixample,41.40156,2.16603,Private room,1,1.5,1.0,1.0,92.0,49.0
La Barceloneta,41.3803,2.19015,Entire home/apt,4,1.0,2.0,2.0,86.0,125.0
Sant Pere/Santa Caterina,41.38766,2.17895,Entire home/apt,7,1.0,2.0,5.0,100.0,67.0
Eixample,41.40089,2.1859,Private room,2,1.0,1.0,2.0,96.0,58.0
Gràcia,41.40332,2.16049,Entire home/apt,4,1.0,2.0,3.0,93.0,129.0
Dreta de l'Eixample,41.3893,2.16426,Entire home/apt,2,1.0,1.0,1.0,100.0,68.0
El Poble-sec,41.3731,2.16464,Entire home/apt,4,2.0,2.0,3.0,98.0,70.0
Eixample,41.3914,2.17603,Private room,3,1.0,2.0,2.0,87.0,80.0
El Raval,41.37944,2.16738,Entire home/apt,4,1.0,1.0,2.0,100.0,45.0
Ciutat Vella,41.3814,2.16585,Private room,3,1.0,1.0,2.0,93.0,50.0
El Poble-sec,41.3733,2.15651,Entire home/apt,4,1.0,2.0,2.0,93.0,95.0
El Gòtic,41.38066,2.17939,Private room,2,1.5,1.0,2.0,93.0,25.0
Ciutat Vella,41.38411,2.17202,Private room,4,2.0,1.0,3.0,85.0,65.0
Sants-Montjuïc,41.37399,2.16588,Entire home/apt,3,1.0,2.0,2.0,84.0,50.0
Eixample,41.40186,2.1743,Entire home/apt,2,1.0,1.0,1.0,93.0,3000.0
Sants-Montjuïc,41.37228,2.1423,Entire home/apt,8,2.0,4.0,5.0,93.0,137.0
Vila de Gràcia,41.40557,2.1553,Private room,1,1.0,1.0,1.0,98.0,44.0
El Raval,41.37484,2.17375,Entire home/apt,2,1.0,2.0,1.0,93.0,70.0
Eixample,41.38417,2.15614,Entire home/apt,9,2.5,5.0,6.0,93.0,99.0
Dreta de l'Eixample,41.40166,2.17021,Entire home/apt,4,1.0,1.0,1.0,89.0,80.0
Sant Martí,41.39207,2.191,Private room,2,2.0,1.0,1.0,93.0,99.0
Sants-Montjuïc,41.37027,2.1279,Private room,2,1.0,1.0,1.0,60.0,50.0
Ciutat Vella,41.38412,2.18185,Entire home/apt,5,1.0,2.0,3.0,98.0,127.0
La Sagrada Família,41.40338,2.18029,Private room,1,1.0,1.0,1.0,80.0,20.0
La Sagrada Família,41.40723,2.17491,Entire home/apt,5,1.0,3.0,3.0,93.0,100.0
Eixample,41.37629,2.16237,Entire home/apt,8,2.0,4.0,6.0,87.0,120.0
La Sagrada Família,41.40306,2.18079,Private room,1,1.0,1.0,1.0,93.0,23.0
La Sagrada Família,41.4016,2.17618,Entire home/apt,3,1.0,1.0,2.0,90.0,150.0
Ciutat Vella,41.37909,2.17607,Private room,2,1.0,1.0,1.0,92.0,65.0
Gràcia,41.40545,2.15719,Entire home/apt,6,2.0,2.0,2.0,85.0,89.0
El Baix Guinardó,41.40984,2.16785,Private room,1,1.0,1.0,1.0,93.0,19.0
El Raval,41.38059,2.17266,Entire home/apt,4,1.0,2.0,4.0,100.0,64.0
Vila de Gràcia,41.40186,2.1528,Private room,1,1.0,1.0,1.0,100.0,35.0
Les Corts,41.38591,2.14078,Entire home/apt,4,1.0,1.0,2.0,100.0,120.0
Eixample,41.38051,2.1523,Private room,2,1.0,1.0,1.0,73.0,40.0
Les Corts,41.39126,2.13824,Entire home/apt,4,1.0,1.0,2.0,93.0,79.0
Sants-Montjuïc,41.36953,2.14187,Private room,1,1.0,2.0,1.0,93.0,18.0
Dreta de l'Eixample,41.3973,2.17445,Entire home/apt,3,1.0,1.0,2.0,88.0,150.0
Sants-Montjuïc,41.37536,2.14345,Private room,2,1.0,0.0,1.0,93.0,50.0
Sant Pere/Santa Caterina,41.38497,2.18071,Entire home/apt,4,1.0,2.0,3.0,95.0,70.0
Gràcia,41.39955,2.16098,Private room,2,1.0,1.0,2.0,93.0,45.0
Porta,41.43376,2.17592,Private room,1,1.0,1.0,1.0,100.0,20.0
El Gòtic,41.38165,2.18046,Private room,1,1.0,1.0,1.0,86.0,31.0
Vila de Gràcia,41.39619,2.15635,Private room,1,1.0,1.0,1.0,90.0,14.0
La Barceloneta,41.37888,2.18962,Entire home/apt,3,1.0,2.0,2.0,100.0,38.0
La Nova Esquerra de l'Eixample,41.38161,2.14766,Entire home/apt,10,1.5,2.0,7.0,66.0,79.0
Eixample,41.40389,2.17253,Entire home/apt,6,1.0,2.0,5.0,80.0,109.0
Sant Martí,41.41306,2.18857,Entire home/apt,4,1.0,2.0,3.0,90.0,75.0
Eixample,41.37912,2.15731,Private room,1,1.0,1.0,1.0,93.0,45.0
La Nova Esquerra de l'Eixample,41.38261,2.15095,Private room,1,1.0,1.0,1.0,93.0,30.0
Gràcia,41.40577,2.15166,Private room,1,2.0,1.0,1.0,93.0,28.0
Eixample,41.39453,2.15667,Entire home/apt,4,1.0,1.0,1.0,82.0,350.0
Ciutat Vella,41.38286,2.16606,Entire home/apt,4,2.0,2.0,2.0,80.0,50.0
Ciutat Vella,41.37695,2.18995,Private room,2,1.0,1.0,1.0,93.0,59.0
Sant Martí,41.40539,2.19969,Entire home/apt,3,1.0,1.0,1.0,97.0,90.0
El Poblenou,41.39881,2.20756,Private room,2,1.0,1.0,1.0,96.0,80.0
Gràcia,41.40028,2.16297,Private room,6,1.0,1.0,3.0,93.0,500.0
Sarrià,41.39866,2.12466,Private room,2,1.0,1.0,1.0,100.0,54.0
Ciutat Vella,41.38209,2.17632,Entire home/apt,2,1.0,1.0,1.0,83.0,30.0
Ciutat Vella,41.38085,2.17797,Private room,4,1.5,2.0,3.0,97.0,67.0
Eixample,41.39611,2.16745,Entire home/apt,10,2.0,6.0,6.0,85.0,268.0
Ciutat Vella,41.3768,2.17797,Private room,2,1.0,1.0,1.0,93.0,60.0
Eixample,41.38103,2.15284,Entire home/apt,7,2.0,4.0,7.0,73.0,80.0
Eixample,41.38174,2.15902,Private room,6,2.0,2.0,4.0,98.0,200.0
Ciutat Vella,41.38459,2.18012,Private room,2,1.5,1.0,1.0,90.0,25.0
Ciutat Vella,41.38236,2.17476,Entire home/apt,9,2.0,5.0,5.0,97.0,500.0
L'Antiga Esquerra de l'Eixample,41.38502,2.14982,Private room,2,1.0,1.0,1.0,80.0,50.0
Eixample,41.39106,2.17641,Entire home/apt,6,2.0,3.0,5.0,91.0,139.0
Sant Pere/Santa Caterina,41.387,2.17855,Entire home/apt,2,1.0,1.0,1.0,95.0,55.0
L'Antiga Esquerra de l'Eixample,41.39294,2.15388,Entire home/apt,6,3.0,3.0,3.0,93.0,75.0
Dreta de l'Eixample,41.39926,2.16394,Entire home/apt,4,1.0,1.0,1.0,60.0,70.0
El Raval,41.38115,2.1713,Private room,4,1.0,1.0,2.0,100.0,90.0
Eixample,41.39761,2.16802,Entire home/apt,4,1.0,1.0,2.0,85.0,75.0
Ciutat Vella,41.38376,2.1802,Entire home/apt,2,1.0,1.0,1.0,80.0,57.0
Sants-Montjuïc,41.36021,2.13909,Private room,1,1.0,1.0,1.0,80.0,100.0
La Barceloneta,41.37505,2.18875,Entire home/apt,4,1.0,2.0,3.0,93.0,74.0
Vila de Gràcia,41.39975,2.15964,Entire home/apt,4,1.0,2.0,4.0,93.0,117.0
Eixample,41.38364,2.15633,Private room,4,1.0,1.0,4.0,90.0,25.0
